date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:34:35	12048/12048	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Dec%202022%2013:34:34%20GMT	http://www.winkomputer.com/price-list.php?q=fdd	E:/billt/www.winkomputer.com/price-lista198.html	(from http://www.winkomputer.com/)
20:34:35	14560/14560	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Dec%202022%2013:34:35%20GMT	http://www.winkomputer.com/price-list.php?q=mmc	E:/billt/www.winkomputer.com/price-list1976.html	(from http://www.winkomputer.com/)
20:34:35	17342/17342	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Dec%202022%2013:34:35%20GMT	http://www.winkomputer.com/price-list.php?q=uns	E:/billt/www.winkomputer.com/price-list1cae.html	(from http://www.winkomputer.com/)
20:34:35	31290/31290	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Dec%202022%2013:34:35%20GMT	http://www.winkomputer.com/price-list.php?q=nwk	E:/billt/www.winkomputer.com/price-list80df.html	(from http://www.winkomputer.com/)
20:34:36	15073/15073	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Dec%202022%2013:34:35%20GMT	http://www.winkomputer.com/price-list.php?q=spk	E:/billt/www.winkomputer.com/price-list283d.html	(from http://www.winkomputer.com/)
20:34:36	9067/9067	---M-Z	200	added ('OK')	text/html	date:Sat,%2017%20Dec%202022%2013:34:36%20GMT	http://www.winkomputer.com/price-list.php?q=snc	E:/billt/www.winkomputer.com/price-list4150.html	(from http://www.winkomputer.com/)
20:34:36	20140/20140	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Dec%202022%2013:34:36%20GMT	http://www.winkomputer.com/price-list.php?q=hst	E:/billt/www.winkomputer.com/price-list9e44.html	(from http://www.winkomputer.com/)
20:34:36	11644/11644	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Dec%202022%2013:34:36%20GMT	http://www.winkomputer.com/price-list.php?q=prt	E:/billt/www.winkomputer.com/price-list0406.html	(from http://www.winkomputer.com/)
20:34:36	9765/9765	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Dec%202022%2013:34:36%20GMT	http://www.winkomputer.com/price-list.php?q=crg	E:/billt/www.winkomputer.com/price-listbf07.html	(from http://www.winkomputer.com/)
20:34:37	7325/7325	---M-Z	200	added ('OK')	text/html	date:Sat,%2017%20Dec%202022%2013:34:36%20GMT	http://www.winkomputer.com/price-list.php?q=ddt	E:/billt/www.winkomputer.com/price-list7e60.html	(from http://www.winkomputer.com/)
20:34:37	11647/11647	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Dec%202022%2013:34:37%20GMT	http://www.winkomputer.com/price-list.php?q=aio	E:/billt/www.winkomputer.com/price-listd6b8.html	(from http://www.winkomputer.com/)
20:34:37	9349/9349	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Dec%202022%2013:34:37%20GMT	http://www.winkomputer.com/price-list.php?q=pro	E:/billt/www.winkomputer.com/price-listee8e.html	(from http://www.winkomputer.com/)
20:34:37	767/767	---M--	200	added ('OK')	image/png	date:Sat,%2010%20Sep%202016%2004:07:48%20GMT	http://www.winkomputer.com/images/icon-phone.png	E:/billt/www.winkomputer.com/images/icon-phone.png	(from http://www.winkomputer.com/)
20:34:37	951/951	---M--	200	added ('OK')	image/png	date:Sat,%2010%20Sep%202016%2004:07:53%20GMT	http://www.winkomputer.com/images/icon-sms.png	E:/billt/www.winkomputer.com/images/icon-sms.png	(from http://www.winkomputer.com/)
20:34:38	1032/1032	---M--	200	added ('OK')	image/png	date:Sat,%2010%20Sep%202016%2004:07:45%20GMT	http://www.winkomputer.com/images/icon-email.png	E:/billt/www.winkomputer.com/images/icon-email.png	(from http://www.winkomputer.com/)
20:34:53	117661/117661	---M--	200	added ('OK')	image/jpeg	date:Sat,%2006%20Apr%202019%2015:56:39%20GMT	http://www.winkomputer.com/images/promo1.jpg	E:/billt/www.winkomputer.com/images/promo1.jpg	(from http://www.winkomputer.com/)
20:35:06	82694/82694	---M--	200	added ('OK')	image/png	date:Sun,%2015%20Mar%202020%2019:12:39%20GMT	http://www.winkomputer.com/images/pf-slide-04.png	E:/billt/www.winkomputer.com/images/pf-slide-04.png	(from http://www.winkomputer.com/)
20:35:07	80401/80401	---M--	200	added ('OK')	image/png	date:Sun,%2015%20Mar%202020%2019:12:41%20GMT	http://www.winkomputer.com/images/pf-slide-05.png	E:/billt/www.winkomputer.com/images/pf-slide-05.png	(from http://www.winkomputer.com/)
20:35:10	195076/195076	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Dec%202020%2009:17:34%20GMT	http://www.winkomputer.com/images/pf-slide-03.png	E:/billt/www.winkomputer.com/images/pf-slide-03.png	(from http://www.winkomputer.com/)
20:35:11	22976/22976	---M--	200	added ('OK')	font/woff	date:Wed,%2028%20Mar%202012%2003:34:06%20GMT	http://www.winkomputer.com/caviardreams_bold-webfont.woff	E:/billt/www.winkomputer.com/caviardreams_bold-webfont.woff	(from http://www.winkomputer.com/style.css)
20:35:13	41592/41592	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2028%20Mar%202012%2003:34:06%20GMT	http://www.winkomputer.com/caviardreams_bold-webfont.eot	E:/billt/www.winkomputer.com/caviardreams_bold-webfont.eot	(from http://www.winkomputer.com/style.css)
20:35:13	60027/60027	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2028%20Mar%202012%2003:34:06%20GMT	http://www.winkomputer.com/caviardreams_bold-webfont.svg	E:/billt/www.winkomputer.com/caviardreams_bold-webfont.svg	(from http://www.winkomputer.com/style.css)
20:35:15	4168/4168	---M--	200	added ('OK')	image/png	date:Sun,%2008%20Apr%202012%2007:30:56%20GMT	http://www.winkomputer.com/images/bottom.png	E:/billt/www.winkomputer.com/images/bottom.png	(from http://www.winkomputer.com/style.css)
20:35:16	2929/2929	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Mar%202012%2008:06:48%20GMT	http://www.winkomputer.com/images/logo-bg.png	E:/billt/www.winkomputer.com/images/logo-bg.png	(from http://www.winkomputer.com/style.css)
20:35:17	2845/2845	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Mar%202012%2009:34:26%20GMT	http://www.winkomputer.com/images/logo-bg-middle.png	E:/billt/www.winkomputer.com/images/logo-bg-middle.png	(from http://www.winkomputer.com/style.css)
20:35:17	1449/1449	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Mar%202012%2008:25:58%20GMT	http://www.winkomputer.com/images/logo-bg-bottom.png	E:/billt/www.winkomputer.com/images/logo-bg-bottom.png	(from http://www.winkomputer.com/style.css)
20:35:17	41592/41592	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2028%20Mar%202012%2003:34:06%20GMT	http://www.winkomputer.com/caviardreams_bold-webfont.eot?	E:/billt/www.winkomputer.com/caviardreams_bold-webfontd41d.eot	(from http://www.winkomputer.com/style.css)
20:35:17	247797/247797	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Apr%202022%2018:35:10%20GMT	http://www.winkomputer.com/images/pf-slide-01.png	E:/billt/www.winkomputer.com/images/pf-slide-01.png	(from http://www.winkomputer.com/)
20:35:17	41336/41336	---M--	200	added ('OK')	font/ttf	date:Wed,%2028%20Mar%202012%2003:34:04%20GMT	http://www.winkomputer.com/caviardreams_bold-webfont.ttf	E:/billt/www.winkomputer.com/caviardreams_bold-webfont.ttf	(from http://www.winkomputer.com/style.css)
20:35:17	481/481	---M--	200	added ('OK')	image/gif	date:Wed,%2028%20Mar%202012%2008:00:10%20GMT	http://www.winkomputer.com/images/check.gif	E:/billt/www.winkomputer.com/images/check.gif	(from http://www.winkomputer.com/style.css)
20:35:18	1084/1084	---M--	200	added ('OK')	image/png	date:Sat,%2010%20Sep%202016%2004:07:42%20GMT	http://www.winkomputer.com/images/icon-bbm.png	E:/billt/www.winkomputer.com/images/icon-bbm.png	(from http://www.winkomputer.com/about.php)
20:35:18	3190/3190	---M-Z	200	added ('OK')	text/html	date:Sat,%2017%20Dec%202022%2013:35:18%20GMT	http://www.winkomputer.com/print.php?	E:/billt/www.winkomputer.com/printd41d.html	(from http://www.winkomputer.com/simulasi.php)
20:35:19	613/613	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2017%20Dec%202022%2013:35:19%20GMT	http://www.winkomputer.com/function.date	E:/billt/www.winkomputer.com/function.date	(from http://www.winkomputer.com/konfirmasi.php)
20:35:19	12933/12933	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Dec%202022%2013:35:19%20GMT	http://www.winkomputer.com/price-list.php?q=cpu&page=1&stat=selected	E:/billt/www.winkomputer.com/price-list4296.html	(from http://www.winkomputer.com/price-list.php?q=cpu)
20:35:20	20759/20759	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Dec%202022%2013:35:19%20GMT	http://www.winkomputer.com/price-list.php?q=mbo&page=1&stat=selected	E:/billt/www.winkomputer.com/price-list96ca.html	(from http://www.winkomputer.com/price-list.php?q=mbo)
20:35:20	18282/18282	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Dec%202022%2013:35:20%20GMT	http://www.winkomputer.com/price-list.php?q=hdd&page=1&stat=selected	E:/billt/www.winkomputer.com/price-listd4d7.html	(from http://www.winkomputer.com/price-list.php?q=hdd)
20:35:21	15053/15053	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Dec%202022%2013:35:20%20GMT	http://www.winkomputer.com/price-list.php?q=ssd&page=1&stat=selected	E:/billt/www.winkomputer.com/price-listf75b.html	(from http://www.winkomputer.com/price-list.php?q=ssd)
20:35:22	19992/19992	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Dec%202022%2013:35:21%20GMT	http://www.winkomputer.com/price-list.php?q=ram&page=1&stat=selected	E:/billt/www.winkomputer.com/price-list3254.html	(from http://www.winkomputer.com/price-list.php?q=ram)
20:35:22	24960/24960	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Dec%202022%2013:35:21%20GMT	http://www.winkomputer.com/price-list.php?q=vga&page=1&stat=selected	E:/billt/www.winkomputer.com/price-list478e.html	(from http://www.winkomputer.com/price-list.php?q=vga)
20:35:23	22277/22277	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Dec%202022%2013:35:22%20GMT	http://www.winkomputer.com/price-list.php?q=psu&page=1&stat=selected	E:/billt/www.winkomputer.com/price-list22c7.html	(from http://www.winkomputer.com/price-list.php?q=psu)
20:35:24	30580/30580	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Dec%202022%2013:35:22%20GMT	http://www.winkomputer.com/price-list.php?q=cas&page=1&stat=selected	E:/billt/www.winkomputer.com/price-list7d49.html	(from http://www.winkomputer.com/price-list.php?q=cas)
20:35:24	13661/13661	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Dec%202022%2013:35:23%20GMT	http://www.winkomputer.com/price-list.php?q=mon&page=1&stat=selected	E:/billt/www.winkomputer.com/price-list4e53.html	(from http://www.winkomputer.com/price-list.php?q=mon)
20:35:24	60832/60832	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Feb%202017%2015:57:59%20GMT	http://www.winkomputer.com/images/banner-header.png	E:/billt/www.winkomputer.com/images/banner-header.png	(from http://www.winkomputer.com/style.css)
20:35:24	7990/7990	---M-Z	200	added ('OK')	text/html	date:Sat,%2017%20Dec%202022%2013:35:24%20GMT	http://www.winkomputer.com/price-list.php?q=opd&page=1&stat=selected	E:/billt/www.winkomputer.com/price-list8b31.html	(from http://www.winkomputer.com/price-list.php?q=opd)
20:35:25	7938/7938	---M-Z	200	added ('OK')	text/html	date:Sat,%2017%20Dec%202022%2013:35:25%20GMT	http://www.winkomputer.com/price-list.php?q=gcc&page=1&stat=selected	E:/billt/www.winkomputer.com/price-list112a.html	(from http://www.winkomputer.com/price-list.php?q=gcc)
20:35:25	26626/26626	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Dec%202022%2013:35:24%20GMT	http://www.winkomputer.com/price-list.php?q=knm&page=1&stat=selected	E:/billt/www.winkomputer.com/price-list0267.html	(from http://www.winkomputer.com/price-list.php?q=knm)
20:35:26	23779/23779	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Dec%202022%2013:35:25%20GMT	http://www.winkomputer.com/price-list.php?q=cnf&page=1&stat=selected	E:/billt/www.winkomputer.com/price-list53a5.html	(from http://www.winkomputer.com/price-list.php?q=cnf)
20:35:26	11109/11109	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Dec%202022%2013:35:25%20GMT	http://www.winkomputer.com/price-list.php?q=sno&page=1&stat=selected	E:/billt/www.winkomputer.com/price-list3e1a.html	(from http://www.winkomputer.com/price-list.php?q=sno)
20:35:26	8560/8560	---M-Z	200	added ('OK')	text/html	date:Sat,%2017%20Dec%202022%2013:35:26%20GMT	http://www.winkomputer.com/price-list.php?q=nco&page=1&stat=selected	E:/billt/www.winkomputer.com/price-liste02e.html	(from http://www.winkomputer.com/price-list.php?q=nco)
20:35:27	12046/12046	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Dec%202022%2013:35:26%20GMT	http://www.winkomputer.com/price-list.php?q=fdd&page=1&stat=selected	E:/billt/www.winkomputer.com/price-listce6a.html	(from http://www.winkomputer.com/price-list.php?q=fdd)
20:35:27	94297/94297	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Feb%202021%2019:23:16%20GMT	http://www.winkomputer.com/images/bca.jpg	E:/billt/www.winkomputer.com/images/bca.jpg	(from http://www.winkomputer.com/style.css)
20:35:27	14558/14558	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Dec%202022%2013:35:27%20GMT	http://www.winkomputer.com/price-list.php?q=mmc&page=1&stat=selected	E:/billt/www.winkomputer.com/price-list3253.html	(from http://www.winkomputer.com/price-list.php?q=mmc)
20:35:28	17340/17340	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Dec%202022%2013:35:27%20GMT	http://www.winkomputer.com/price-list.php?q=uns&page=1&stat=selected	E:/billt/www.winkomputer.com/price-listb2f3.html	(from http://www.winkomputer.com/price-list.php?q=uns)
20:35:28	31288/31288	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Dec%202022%2013:35:27%20GMT	http://www.winkomputer.com/price-list.php?q=nwk&page=1&stat=selected	E:/billt/www.winkomputer.com/price-list18bc.html	(from http://www.winkomputer.com/price-list.php?q=nwk)
20:35:28	15071/15071	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Dec%202022%2013:35:28%20GMT	http://www.winkomputer.com/price-list.php?q=spk&page=1&stat=selected	E:/billt/www.winkomputer.com/price-list331b.html	(from http://www.winkomputer.com/price-list.php?q=spk)
20:35:28	9065/9065	---M-Z	200	added ('OK')	text/html	date:Sat,%2017%20Dec%202022%2013:35:28%20GMT	http://www.winkomputer.com/price-list.php?q=snc&page=1&stat=selected	E:/billt/www.winkomputer.com/price-listc81a.html	(from http://www.winkomputer.com/price-list.php?q=snc)
20:35:28	20138/20138	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Dec%202022%2013:35:28%20GMT	http://www.winkomputer.com/price-list.php?q=hst&page=1&stat=selected	E:/billt/www.winkomputer.com/price-list58b4.html	(from http://www.winkomputer.com/price-list.php?q=hst)
20:35:29	11642/11642	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Dec%202022%2013:35:28%20GMT	http://www.winkomputer.com/price-list.php?q=prt&page=1&stat=selected	E:/billt/www.winkomputer.com/price-list1ffd.html	(from http://www.winkomputer.com/price-list.php?q=prt)
20:35:29	9763/9763	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Dec%202022%2013:35:29%20GMT	http://www.winkomputer.com/price-list.php?q=crg&page=1&stat=selected	E:/billt/www.winkomputer.com/price-list0ca5.html	(from http://www.winkomputer.com/price-list.php?q=crg)
20:35:29	7323/7323	---M-Z	200	added ('OK')	text/html	date:Sat,%2017%20Dec%202022%2013:35:29%20GMT	http://www.winkomputer.com/price-list.php?q=ddt&page=1&stat=selected	E:/billt/www.winkomputer.com/price-list74bb.html	(from http://www.winkomputer.com/price-list.php?q=ddt)
20:35:30	11645/11645	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Dec%202022%2013:35:29%20GMT	http://www.winkomputer.com/price-list.php?q=aio&page=1&stat=selected	E:/billt/www.winkomputer.com/price-listb28b.html	(from http://www.winkomputer.com/price-list.php?q=aio)
20:35:30	9347/9347	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Dec%202022%2013:35:30%20GMT	http://www.winkomputer.com/price-list.php?q=pro&page=1&stat=selected	E:/billt/www.winkomputer.com/price-list1c8e.html	(from http://www.winkomputer.com/price-list.php?q=pro)
20:35:30	613/613	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2017%20Dec%202022%2013:35:30%20GMT	http://www.winkomputer.com/www.jizzo.info	E:/billt/www.winkomputer.com/www.jizzo.info	(from http://www.winkomputer.com/print.php?)
20:35:40	347769/347769	UR-M--	200	added ('Partial%20Content')	image/png	date:Sun,%2015%20Mar%202020%2019:03:16%20GMT	http://www.winkomputer.com/images/pf-slide-02.png	E:/billt/www.winkomputer.com/images/pf-slide-02.png	(from http://www.winkomputer.com/)
